Academic Year,Program 1,Term 1,Program 2,Term 2,Need Category,Program Type 1
2016-2017 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"Political Science 239: Development, Inequality, and Race in Brazil",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Communication Studies 239: Environmental Communication in Belize,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"Classics 299: Ancient Greece, An Odyssey of Myth and History",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Spanish 341: Spanish for Medical Professionals (Peru),J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: Green Europe: Advanced Models of Sustainability,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"English 239:""Tales of the Sea"" on the Windjammer, Roseway",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"Paideia 450: War, Peace and Reconciliation in Cambodia",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"Political Science 239: Development, Inequality, and Race in Brazil",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: Green Europe: Advanced Models of Sustainability,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"Paideia 450: Christianity, Slavery, and Their Representations in Ghanaian Literature",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"ISA Paris, France: French Language & Liberal Arts at theInstitut Catholique de Paris - Semester/Academic Year",Spring,,,High,Other Sem./Year
2016-2017 Academic Year,Chicago Center,Spring,,,High,Domestic Sem./Year
2016-2017 Academic Year,"Classics 299: Ancient Greece, An Odyssey of Myth and History",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"Paideia 450: Christianity, Slavery, and Their Representations in Ghanaian Literature",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Nottingham Summer Nursing,Summer,,,High,Summer
2016-2017 Academic Year,Malta and the Mediterranean,Spring,,,High,Luther Sem./Year
2016-2017 Academic Year,Art 290: Renaissance Drawing in Contemporary Context,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: Green Europe: Advanced Models of Sustainability,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: Making Decisions for U. S. Schools: The Case in Hawaii,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: Schooling in Jamaica and the United States,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Social Work 239: Imagining a Sustainable Future: Scandinavian Models,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Communication Studies 239: Environmental Communication in Belize,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Lutheran College Washington Semester,Fall,,,High,Domestic Sem./Year
2016-2017 Academic Year,Biology 245: Ecology of Ecuador,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Chicago Center,Spring,,,High,Domestic Sem./Year
2016-2017 Academic Year,CIS Abroad January in Barcelona,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"Paideia 450: Christianity, Slavery, and Their Representations in Ghanaian Literature",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Luther Nottingham Academic Year,Academic Year,,,High,Luther Sem./Year
2016-2017 Academic Year,Social Work 239: Imagining a Sustainable Future: Scandinavian Models,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"Paideia 450: War, Peace and Reconciliation in Cambodia",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Environmental Studies 240: Environmental Issues in the Pacific Northwest,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Education 185/215: Clinical Experience 1 in the Schools,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"English 239:""Tales of the Sea"" on the Windjammer, Roseway",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Earth & Environment in Italy,Fall,,,High,Luther Sem./Year
2016-2017 Academic Year,Paideia 450: Schooling in Jamaica and the United States,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Art 290: Renaissance Drawing in Contemporary Context,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Malta and the Mediterranean,Spring,,,High,Luther Sem./Year
2016-2017 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"Political Science 239: Development, Inequality, and Race in Brazil",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Art 290: Renaissance Drawing in Contemporary Context,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Biology 245: Ecology of Ecuador,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Earth & Environment in Italy,Fall,Environmental Studies 240: Environmental Issues in the Pacific Northwest,J-Term,High,Luther Sem./Year
2016-2017 Academic Year,English 262: Tolkien and Lewis in Context,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Kenchreai Field School,Summer,,,High,Summer
2016-2017 Academic Year,"Classics 299: Ancient Greece, An Odyssey of Myth and History",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: Making Decisions for U. S. Schools: The Case in Hawaii,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Art 290: Renaissance Drawing in Contemporary Context,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Luther Nottingham Academic Year,Academic Year,,,High,Luther Sem./Year
2016-2017 Academic Year,"Paideia 450: War, Peace and Reconciliation in Cambodia",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"Classics 299: Ancient Greece, An Odyssey of Myth and History",J-Term,Malta and the Mediterranean,Spring,High,Luther J-Term
2016-2017 Academic Year,"Paideia 450: War, Peace and Reconciliation in Cambodia",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Communication Studies 239: Environmental Communication in Belize,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"Paideia 450: Christianity, Slavery, and Their Representations in Ghanaian Literature",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Chicago Center,Spring,,,High,Domestic Sem./Year
2016-2017 Academic Year,International Student Teaching,Spring,,,High,Intl. Teaching
2016-2017 Academic Year,Lutheran Colleges China Consortium in Hangzhou,Fall,,,High,Luther Sem./Year
2016-2017 Academic Year,"Classics 299: Ancient Greece, An Odyssey of Myth and History",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: Green Europe: Advanced Models of Sustainability,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: Making Decisions for U. S. Schools: The Case in Hawaii,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Biology 245: Ecology of Ecuador,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"Paideia 450: Christianity, Slavery, and Their Representations in Ghanaian Literature",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: Schooling in Jamaica and the United States,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Nottingham Summer Nursing,Summer,,,High,Summer
2016-2017 Academic Year,"Political Science 239: Development, Inequality, and Race in Brazil",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: Making Decisions for U. S. Schools: The Case in Hawaii,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: Green Europe: Advanced Models of Sustainability,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Biology 245: Ecology of Ecuador,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,English 262: Tolkien and Lewis in Context,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"Political Science 239: Development, Inequality, and Race in Brazil",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,"Political Science 239: Development, Inequality, and Race in Brazil",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Projects Abroad,Summer,,,High,Summer
2016-2017 Academic Year,International Student Teaching,Fall,,,No,Intl. Teaching
2016-2017 Academic Year,Lutheran Colleges China Consortium in Hangzhou,Fall,,,High,Luther Sem./Year
2016-2017 Academic Year,International Student Teaching,Spring,,,Med,Intl. Teaching
2016-2017 Academic Year,"ISA Santiago, Dominican Republic: Caribbean Culture, Spanish Language & Courses with Locals",Spring,,,High,Other Sem./Year
2016-2017 Academic Year,London School of Economics,Academic Year,,,High,Other Sem./Year
2016-2017 Academic Year,Lutheran College Washington Semester,Fall,University of Oslo International Summer School,Summer,High,Domestic Sem./Year
2016-2017 Academic Year,San Gemini Preservation Studies,Summer,,,Med,Summer
2016-2017 Academic Year,Paideia 450: Schooling in Jamaica and the United States,J-Term,,,Med,Luther J-Term
2016-2017 Academic Year,Luther Nottingham Academic Year,Academic Year,,,High,Luther Sem./Year
2016-2017 Academic Year,DIS Copenhagen - Summer Courses,Summer,,,Med,Summer
2016-2017 Academic Year,"Classics 299: Ancient Greece, An Odyssey of Myth and History",J-Term,,,High,Luther J-Term
2016-2017 Academic Year,Sea l mester,Fall,,,No,Other Sem./Year
2016-2017 Academic Year,"Classics 299: Ancient Greece, An Odyssey of Myth and History",J-Term,,,No,Luther J-Term
2016-2017 Academic Year,"English 239:""Tales of the Sea"" on the Windjammer, Roseway",J-Term,,,No,Luther J-Term
2016-2017 Academic Year,"Classics 299: Ancient Greece, An Odyssey of Myth and History",J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Spanish 341: Spanish for Medical Professionals (Peru),J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Paideia 450: Making Decisions for U. S. Schools: The Case in Hawaii,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Education 185/215: Clinical Experience 1 in the Schools,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Spanish 341: Spanish for Medical Professionals (Peru),J-Term,,,No,Luther J-Term
2016-2017 Academic Year,University of Oslo International Summer School,Summer,,,No,Summer
2016-2017 Academic Year,Communication Studies 239: Environmental Communication in Belize,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,ACM India: Social Entrepreneurship & Development,Spring,"Goethe Institute - Berlin, Germany",Summer,No,Other Sem./Year
2016-2017 Academic Year,English 262: Tolkien and Lewis in Context,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Art 290: Renaissance Drawing in Contemporary Context,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,"Paideia 450: War, Peace and Reconciliation in Cambodia",J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Paideia 450: Schooling in Jamaica and the United States,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Paideia 450: Schooling in Jamaica and the United States,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,University of Oslo International Summer School,Summer,,,No,Summer
2016-2017 Academic Year,"Paideia 450: Christianity, Slavery, and Their Representations in Ghanaian Literature",J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Paideia 450: Green Europe: Advanced Models of Sustainability,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,"Paideia 450: War, Peace and Reconciliation in Cambodia",J-Term,,,No,Luther J-Term
2016-2017 Academic Year,"Paideia 450: War, Peace and Reconciliation in Cambodia",J-Term,,,No,Luther J-Term
2016-2017 Academic Year,"Paideia 450: War, Peace and Reconciliation in Cambodia",J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Social Work 239: Imagining a Sustainable Future: Scandinavian Models,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,CIEE January in Amsterdam,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,"Classics 299: Ancient Greece, An Odyssey of Myth and History",J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Luther Nottingham Academic Year,Academic Year,,,No,Luther Sem./Year
2016-2017 Academic Year,"Arcadia University - Food & Sustainability Studies, Perugia",Spring,,,No,Other Sem./Year
2016-2017 Academic Year,University of South-Eastern Norway at BÃƒÂ¸,Fall,,,No,Other Sem./Year
2016-2017 Academic Year,Paideia 450: Making Decisions for U. S. Schools: The Case in Hawaii,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Communication Studies 239: Environmental Communication in Belize,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Nottingham Summer Nursing,Summer,,,No,Summer
2016-2017 Academic Year,Environmental Studies 240: Environmental Issues in the Pacific Northwest,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Paideia 450: Schooling in Jamaica and the United States,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,SIT Study Abroad Argentina: Transnationalism and Comparative Development in South America,Spring,University of Oslo International Summer School,Summer,No,Other Sem./Year
2016-2017 Academic Year,Social Work 239: Imagining a Sustainable Future: Scandinavian Models,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,API Full Curriculum in Dunedin,Spring,,,No,Other Sem./Year
2016-2017 Academic Year,Spanish 340: Language and Culture in Guatemala and Costa Rica,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,English 262: Tolkien and Lewis in Context,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Paideia 450: Making Decisions for U. S. Schools: The Case in Hawaii,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Luther Nottingham Academic Year,Academic Year,,,No,Luther Sem./Year
2016-2017 Academic Year,"Paideia 450: Christianity, Slavery, and Their Representations in Ghanaian Literature",J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Paideia 450: Green Europe: Advanced Models of Sustainability,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,USAC Norway: University of Oslo Undergraduate and Graduate Courses,Fall,Arcadia University - STEM Summer Research - Glasgow,Summer,No,Other Sem./Year
2016-2017 Academic Year,Spanish 340: Language and Culture in Guatemala and Costa Rica,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Biology 245: Ecology of Ecuador,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Spanish 340: Language and Culture in Guatemala and Costa Rica,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Spanish 341: Spanish for Medical Professionals (Peru),J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Paideia 450: Making Decisions for U. S. Schools: The Case in Hawaii,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Art 290: Renaissance Drawing in Contemporary Context,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,"English 239:""Tales of the Sea"" on the Windjammer, Roseway",J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Biology 245: Ecology of Ecuador,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Social Work 239: Imagining a Sustainable Future: Scandinavian Models,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Environmental Studies 240: Environmental Issues in the Pacific Northwest,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Biology 245: Ecology of Ecuador,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,"ISA Brussels, Belgium: Political Science, International Affairs, Business, Communications & Internships - Summer",Summer,,,No,Summer
2016-2017 Academic Year,Communication Studies 239: Environmental Communication in Belize,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Communication Studies 239: Environmental Communication in Belize,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Spanish 340: Language and Culture in Guatemala and Costa Rica,J-Term,,,No,Luther J-Term
2016-2017 Academic Year,"Political Science 239: Development, Inequality, and Race in Brazil",J-Term,,,No,Luther J-Term
2016-2017 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
